instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
3185,2011-05-17,2,0,5,14,0,2,1,1,0.62,0.5909,0.73,0.4627,61,123,184
4525,2011-07-12,3,0,7,10,0,2,1,1,0.82,0.7727,0.52,0.1642,38,85,123
2962,2011-05-08,2,0,5,7,0,0,0,2,0.46,0.4545,0.82,0.0,8,15,23
4134,2011-06-26,3,0,6,3,0,0,0,1,0.6,0.6061,0.64,0.1045,12,22,34
3045,2011-05-11,2,0,5,18,0,3,1,1,0.62,0.6212,0.5,0.2985,40,234,274
3400,2011-05-26,2,0,5,13,0,4,1,1,0.82,0.7727,0.52,0.2836,52,145,197
4201,2011-06-28,3,0,6,22,0,2,1,1,0.7,0.6515,0.7,0.2985,30,104,134
3353,2011-05-24,2,0,5,14,0,2,1,1,0.78,0.6970000000000001,0.46,0.2836,27,126,153
3458,2011-05-28,2,0,5,23,0,6,0,1,0.64,0.5758,0.83,0.19399999999999998,44,81,125
3612,2011-06-04,2,0,6,9,0,6,0,1,0.62,0.6212,0.43,0.1343,55,169,224
4642,2011-07-17,3,0,7,7,0,0,0,1,0.64,0.6061,0.73,0.1642,20,30,50
3026,2011-05-10,2,0,5,23,0,2,1,2,0.52,0.5,0.59,0.1343,9,72,81
4519,2011-07-12,3,0,7,4,0,2,1,1,0.7,0.6667,0.79,0.1642,0,6,6
4827,2011-07-25,3,0,7,0,0,1,1,2,0.76,0.7273,0.7,0.0,17,17,34
4358,2011-07-05,3,0,7,11,0,2,1,1,0.78,0.6970000000000001,0.46,0.1045,75,97,172
3295,2011-05-22,2,0,5,4,0,0,0,1,0.5,0.4848,1.0,0.0,3,9,12
4930,2011-07-29,3,0,7,7,0,5,1,2,0.74,0.7121,0.79,0.0896,26,228,254
3691,2011-06-07,2,0,6,16,0,2,1,1,0.8,0.7121,0.38,0.2239,55,253,308
4383,2011-07-06,3,0,7,12,0,3,1,2,0.74,0.6970000000000001,0.66,0.0896,38,114,152
4227,2011-06-30,3,0,6,0,0,4,1,1,0.66,0.6212,0.5,0.1642,15,39,54
4433,2011-07-08,3,0,7,14,0,5,1,2,0.8,0.7879,0.63,0.3582,53,163,216
4859,2011-07-26,3,0,7,8,0,2,1,1,0.74,0.6818,0.55,0.19399999999999998,32,392,424
3204,2011-05-18,2,0,5,9,0,3,1,3,0.56,0.5303,0.83,0.2537,26,176,202
4887,2011-07-27,3,0,7,12,0,3,1,1,0.82,0.7121,0.3,0.2836,37,132,169
2873,2011-05-04,2,0,5,14,0,3,1,1,0.5,0.4848,0.51,0.3881,13,94,107
4413,2011-07-07,3,0,7,18,0,4,1,1,0.84,0.7576,0.44,0.2985,70,492,562
2625,2011-04-24,2,0,4,6,0,0,0,2,0.5,0.4848,1.0,0.0,10,3,13
4703,2011-07-19,3,0,7,20,0,2,1,1,0.74,0.7273,0.74,0.0896,48,229,277
4679,2011-07-18,3,0,7,20,0,1,1,1,0.78,0.7424,0.59,0.2239,91,232,323
4562,2011-07-13,3,0,7,23,0,3,1,1,0.66,0.6061,0.83,0.2537,33,83,116
2632,2011-04-24,2,0,4,13,0,0,0,1,0.7,0.6515,0.58,0.2836,205,236,441
2987,2011-05-09,2,0,5,8,0,1,1,1,0.52,0.5,0.55,0.2239,23,351,374
3615,2011-06-04,2,0,6,12,0,6,0,1,0.7,0.6364,0.32,0.1642,150,270,420
4306,2011-07-03,3,0,7,7,0,0,0,2,0.64,0.5758,0.89,0.19399999999999998,3,22,25
2732,2011-04-28,2,0,4,17,0,4,1,1,0.64,0.6212,0.47,0.3582,49,406,455
2696,2011-04-27,2,0,4,5,0,3,1,2,0.56,0.5303,0.94,0.2537,1,16,17
3183,2011-05-17,2,0,5,12,0,2,1,3,0.56,0.5303,0.83,0.4179,38,115,153
4082,2011-06-23,3,0,6,23,0,4,1,1,0.7,0.6667,0.74,0.2836,15,90,105
2542,2011-04-20,2,0,4,19,0,3,1,1,0.7,0.6364,0.32,0.2537,74,309,383
2796,2011-05-01,2,0,5,9,0,0,0,2,0.46,0.4545,0.72,0.1343,45,96,141
4935,2011-07-29,3,0,7,12,0,5,1,1,0.96,0.8636,0.31,0.2836,40,95,135
2928,2011-05-06,2,0,5,21,0,5,1,1,0.48,0.4697,0.67,0.1343,22,130,152
4802,2011-07-23,3,0,7,23,0,6,0,1,0.8,0.7727,0.59,0.1045,27,77,104
3333,2011-05-23,2,0,5,18,0,1,1,1,0.7,0.6667,0.74,0.2836,68,385,453
3084,2011-05-13,2,0,5,9,0,5,1,2,0.5,0.4848,0.88,0.19399999999999998,18,215,233
4634,2011-07-16,3,0,7,23,0,6,0,1,0.68,0.6364,0.61,0.2239,61,107,168
4596,2011-07-15,3,0,7,9,0,5,1,1,0.68,0.6364,0.54,0.19399999999999998,31,176,207
3561,2011-06-02,2,0,6,6,0,4,1,1,0.66,0.6212,0.39,0.1343,7,106,113
3909,2011-06-16,2,0,6,18,0,4,1,1,0.64,0.5758,0.83,0.2239,26,299,325
4471,2011-07-10,3,0,7,4,0,0,0,1,0.66,0.6212,0.69,0.0896,0,5,5
4284,2011-07-02,3,0,7,9,0,6,0,1,0.74,0.6667,0.51,0.0896,55,124,179
4363,2011-07-05,3,0,7,16,0,2,1,1,0.82,0.7576,0.46,0.1045,79,202,281
4006,2011-06-20,2,0,6,19,0,1,1,1,0.66,0.6212,0.65,0.2239,62,369,431
2913,2011-05-06,2,0,5,6,0,5,1,1,0.36,0.3636,0.81,0.0896,8,74,82
4310,2011-07-03,3,0,7,11,0,0,0,1,0.76,0.7121,0.62,0.1045,215,175,390
3961,2011-06-18,2,0,6,22,0,6,0,2,0.72,0.6818,0.62,0.1343,56,105,161
4613,2011-07-16,3,0,7,2,0,6,0,1,0.6,0.5909,0.73,0.1343,10,48,58
4450,2011-07-09,3,0,7,7,0,6,0,1,0.66,0.6061,0.78,0.19399999999999998,21,50,71
3980,2011-06-19,2,0,6,17,0,0,0,1,0.74,0.6667,0.51,0.0,159,238,397
4068,2011-06-23,3,0,6,9,0,4,1,2,0.74,0.6970000000000001,0.7,0.1343,33,194,227
4926,2011-07-29,3,0,7,3,0,5,1,1,0.74,0.7121,0.79,0.0,2,9,11
2687,2011-04-26,2,0,4,20,0,2,1,1,0.64,0.6061,0.73,0.3582,35,199,234
2844,2011-05-03,2,0,5,9,0,2,1,2,0.6,0.5758,0.78,0.3582,29,157,186
3012,2011-05-10,2,0,5,9,0,2,1,2,0.52,0.5,0.48,0.1045,29,176,205
3077,2011-05-13,2,0,5,2,0,5,1,2,0.5,0.4848,0.88,0.1343,3,8,11
4440,2011-07-08,3,0,7,21,0,5,1,2,0.66,0.6061,0.83,0.2537,46,158,204
2509,2011-04-19,2,0,4,10,0,2,1,2,0.5,0.4848,0.72,0.2239,15,60,75
3797,2011-06-12,2,0,6,2,0,0,0,1,0.64,0.5758,0.89,0.2537,9,57,66
4882,2011-07-27,3,0,7,7,0,3,1,1,0.72,0.6667,0.48,0.2537,34,313,347
3420,2011-05-27,2,0,5,9,0,5,1,1,0.7,0.6515,0.65,0.2836,37,190,227
3831,2011-06-13,2,0,6,12,0,1,1,1,0.66,0.6212,0.41,0.2836,35,161,196
2787,2011-05-01,2,0,5,0,0,0,0,1,0.42,0.4242,0.67,0.0896,19,77,96
3742,2011-06-09,2,0,6,19,0,4,1,2,0.84,0.7424,0.39,0.3284,55,271,326
3814,2011-06-12,2,0,6,19,0,0,0,1,0.7,0.6667,0.74,0.1045,67,156,223
4535,2011-07-12,3,0,7,20,0,2,1,1,0.82,0.7424,0.43,0.19399999999999998,57,251,308
2938,2011-05-07,2,0,5,7,0,6,0,1,0.48,0.4697,0.59,0.0,8,32,40
3153,2011-05-16,2,0,5,6,0,1,1,1,0.52,0.5,0.88,0.1642,11,93,104
4612,2011-07-16,3,0,7,1,0,6,0,1,0.6,0.5909,0.69,0.1045,24,51,75
2845,2011-05-03,2,0,5,10,0,2,1,2,0.64,0.6061,0.69,0.3582,36,91,127
2740,2011-04-29,2,0,4,1,0,5,1,1,0.5,0.4848,0.45,0.0896,10,21,31
3104,2011-05-14,2,0,5,5,0,6,0,2,0.5,0.4848,0.82,0.1045,7,7,14
3899,2011-06-16,2,0,6,8,0,4,1,2,0.6,0.5909,0.69,0.1343,24,364,388
3555,2011-06-02,2,0,6,0,0,4,1,1,0.74,0.6515,0.4,0.3582,11,31,42
2705,2011-04-27,2,0,4,14,0,3,1,1,0.68,0.6364,0.74,0.2836,29,119,148
3820,2011-06-13,2,0,6,1,0,1,1,1,0.64,0.6061,0.73,0.2239,6,10,16
3886,2011-06-15,2,0,6,19,0,3,1,1,0.7,0.6364,0.37,0.2836,54,362,416
4636,2011-07-17,3,0,7,1,0,0,0,1,0.64,0.6061,0.69,0.19399999999999998,16,86,102
3888,2011-06-15,2,0,6,21,0,3,1,1,0.64,0.6212,0.47,0.2239,48,209,257
3925,2011-06-17,2,0,6,10,0,5,1,1,0.7,0.6515,0.58,0.19399999999999998,44,126,170
4195,2011-06-28,3,0,6,16,0,2,1,1,0.86,0.8029999999999999,0.47,0.2836,41,220,261
3271,2011-05-21,2,0,5,4,0,6,0,1,0.46,0.4545,0.88,0.1343,1,6,7
4869,2011-07-26,3,0,7,18,0,2,1,1,0.84,0.7424,0.39,0.3881,68,478,546
4415,2011-07-07,3,0,7,20,0,4,1,1,0.76,0.7121,0.58,0.3582,61,224,285
4637,2011-07-17,3,0,7,2,0,0,0,1,0.64,0.6061,0.69,0.2239,28,66,94
3079,2011-05-13,2,0,5,4,0,5,1,3,0.5,0.4848,0.88,0.1642,2,3,5
3495,2011-05-30,2,0,5,12,1,1,0,1,0.86,0.8029999999999999,0.47,0.1045,179,187,366
3092,2011-05-13,2,0,5,17,0,5,1,3,0.52,0.5,0.88,0.1642,62,429,491
3054,2011-05-12,2,0,5,3,0,4,1,1,0.44,0.4394,0.88,0.1343,0,5,5
3526,2011-05-31,2,0,5,19,0,2,1,1,0.78,0.7424,0.62,0.1045,39,246,285
2828,2011-05-02,2,0,5,17,0,1,1,1,0.66,0.6212,0.65,0.19399999999999998,65,472,537
4461,2011-07-09,3,0,7,18,0,6,0,1,0.82,0.7273,0.36,0.1045,132,246,378
4741,2011-07-21,3,0,7,10,0,4,1,2,0.82,0.8636,0.71,0.2239,31,47,78
4565,2011-07-14,3,0,7,2,0,4,1,1,0.64,0.6212,0.57,0.2985,3,7,10
3848,2011-06-14,2,0,6,5,0,2,1,1,0.54,0.5152,0.56,0.3284,3,23,26
4356,2011-07-05,3,0,7,9,0,2,1,1,0.74,0.6818,0.58,0.1343,50,177,227
3871,2011-06-15,2,0,6,4,0,3,1,1,0.5,0.4848,0.63,0.2836,0,4,4
2692,2011-04-27,2,0,4,1,0,3,1,1,0.6,0.5606,0.83,0.2537,2,15,17
3176,2011-05-17,2,0,5,5,0,2,1,3,0.52,0.5,0.94,0.2537,0,22,22
3549,2011-06-01,2,0,6,18,0,3,1,3,0.82,0.7879,0.56,0.3881,31,278,309
3048,2011-05-11,2,0,5,21,0,3,1,1,0.54,0.5152,0.6,0.0,32,202,234
4286,2011-07-02,3,0,7,11,0,6,0,1,0.8,0.7121,0.36,0.0896,144,213,357
4050,2011-06-22,3,0,6,15,0,3,1,2,0.82,0.7879,0.56,0.2836,32,114,146
4725,2011-07-20,3,0,7,18,0,3,1,1,0.84,0.8333,0.59,0.2239,68,429,497
4896,2011-07-27,3,0,7,21,0,3,1,1,0.74,0.6667,0.48,0.1045,49,196,245
3773,2011-06-11,2,0,6,2,0,6,0,1,0.7,0.6667,0.79,0.1045,10,50,60
3417,2011-05-27,2,0,5,6,0,5,1,1,0.64,0.6061,0.69,0.0896,8,73,81
4060,2011-06-23,3,0,6,1,0,4,1,1,0.72,0.6970000000000001,0.74,0.2239,5,26,31
3173,2011-05-17,2,0,5,2,0,2,1,3,0.56,0.5303,0.88,0.0,4,4,8
3941,2011-06-18,2,0,6,2,0,6,0,1,0.6,0.5455,0.88,0.0,16,37,53
3966,2011-06-19,2,0,6,3,0,0,0,2,0.66,0.6061,0.78,0.1343,14,16,30
4158,2011-06-27,3,0,6,3,0,1,1,3,0.62,0.5909,0.78,0.1343,0,2,2
2949,2011-05-07,2,0,5,18,0,6,0,1,0.58,0.5455,0.37,0.1642,114,175,289
4766,2011-07-22,3,0,7,11,0,5,1,1,0.9,0.8939,0.5,0.1045,23,86,109
2679,2011-04-26,2,0,4,12,0,2,1,1,0.7,0.6515,0.61,0.4179,40,146,186
3248,2011-05-20,2,0,5,5,0,5,1,1,0.44,0.4394,0.94,0.1045,0,28,28
4522,2011-07-12,3,0,7,7,0,2,1,1,0.76,0.6970000000000001,0.55,0.19399999999999998,29,301,330
4541,2011-07-13,3,0,7,2,0,3,1,1,0.76,0.6970000000000001,0.55,0.0,2,3,5
3252,2011-05-20,2,0,5,9,0,5,1,1,0.54,0.5152,0.68,0.2239,35,199,234
3206,2011-05-18,2,0,5,11,0,3,1,2,0.54,0.5152,0.94,0.0896,6,17,23
4127,2011-06-25,3,0,6,20,0,6,0,1,0.7,0.6515,0.48,0.19399999999999998,74,195,269
4101,2011-06-24,3,0,6,18,0,5,1,1,0.76,0.6667,0.37,0.2985,87,365,452
4856,2011-07-26,3,0,7,5,0,2,1,1,0.66,0.5909,0.89,0.0896,3,24,27
3387,2011-05-26,2,0,5,0,0,4,1,1,0.64,0.6061,0.73,0.1343,11,34,45
4062,2011-06-23,3,0,6,3,0,4,1,2,0.72,0.6970000000000001,0.74,0.1642,1,4,5
2516,2011-04-19,2,0,4,17,0,2,1,1,0.56,0.5303,0.6,0.1045,39,372,411
4956,2011-07-30,3,0,7,9,0,6,0,1,0.82,0.7576,0.46,0.2985,49,125,174
4589,2011-07-15,3,0,7,2,0,5,1,1,0.6,0.5758,0.78,0.1642,16,22,38
4348,2011-07-05,3,0,7,1,0,2,1,1,0.7,0.6515,0.65,0.1045,15,24,39
2713,2011-04-27,2,0,4,22,0,3,1,2,0.62,0.5606,0.88,0.3284,18,111,129
2912,2011-05-06,2,0,5,5,0,5,1,1,0.34,0.3485,0.81,0.1045,0,16,16
3200,2011-05-18,2,0,5,5,0,3,1,1,0.52,0.5,1.0,0.2239,0,9,9
2803,2011-05-01,2,0,5,16,0,0,0,2,0.5,0.4848,0.72,0.19399999999999998,75,139,214
3765,2011-06-10,2,0,6,18,0,5,1,1,0.8,0.7727,0.59,0.2239,96,367,463
3034,2011-05-11,2,0,5,7,0,3,1,1,0.48,0.4697,0.72,0.19399999999999998,25,293,318
2817,2011-05-02,2,0,5,6,0,1,1,1,0.44,0.4394,0.88,0.1045,3,59,62
4209,2011-06-29,3,0,6,6,0,3,1,1,0.66,0.6212,0.69,0.2985,12,104,116
2801,2011-05-01,2,0,5,14,0,0,0,2,0.5,0.4848,0.68,0.1045,85,153,238
4483,2011-07-10,3,0,7,16,0,0,0,1,0.84,0.7576,0.41,0.2836,128,244,372
2870,2011-05-04,2,0,5,11,0,3,1,1,0.4,0.4091,0.82,0.3284,3,69,72
3085,2011-05-13,2,0,5,10,0,5,1,2,0.52,0.5,0.83,0.1343,31,99,130
3002,2011-05-09,2,0,5,23,0,1,1,1,0.5,0.4848,0.68,0.0896,16,45,61
3932,2011-06-17,2,0,6,17,0,5,1,3,0.76,0.6818,0.4,0.19399999999999998,85,467,552
4712,2011-07-20,3,0,7,5,0,3,1,1,0.68,0.6364,0.83,0.1045,4,19,23
4484,2011-07-10,3,0,7,17,0,0,0,1,0.84,0.7424,0.36,0.2239,146,217,363
4527,2011-07-12,3,0,7,12,0,2,1,1,0.86,0.7879,0.44,0.2985,38,125,163
3503,2011-05-30,2,0,5,20,1,1,0,1,0.76,0.7121,0.58,0.0,69,168,237
3793,2011-06-11,2,0,6,22,0,6,0,1,0.66,0.6061,0.78,0.2239,53,137,190
2517,2011-04-19,2,0,4,18,0,2,1,2,0.54,0.5152,0.64,0.1343,44,377,421
4609,2011-07-15,3,0,7,22,0,5,1,1,0.66,0.6212,0.57,0.2239,71,152,223
4139,2011-06-26,3,0,6,8,0,0,0,1,0.64,0.6212,0.61,0.19399999999999998,29,78,107
3198,2011-05-18,2,0,5,3,0,3,1,3,0.52,0.5,0.94,0.2985,6,3,9
4978,2011-07-31,3,0,7,7,0,0,0,1,0.74,0.6818,0.58,0.1343,19,26,45
3652,2011-06-06,2,0,6,1,0,1,1,1,0.6,0.5606,0.83,0.1343,9,5,14
4133,2011-06-26,3,0,6,2,0,0,0,1,0.62,0.6212,0.57,0.1045,17,70,87
3828,2011-06-13,2,0,6,9,0,1,1,1,0.62,0.6212,0.46,0.3582,35,189,224
4780,2011-07-23,3,0,7,1,0,6,0,1,0.82,0.7727,0.52,0.1045,13,57,70
3472,2011-05-29,2,0,5,13,0,0,0,1,0.72,0.6818,0.7,0.2836,237,181,418
3808,2011-06-12,2,0,6,13,0,0,0,1,0.78,0.7424,0.59,0.2836,109,264,373
4094,2011-06-24,3,0,6,11,0,5,1,1,0.8,0.7121,0.38,0.3284,56,147,203
2851,2011-05-03,2,0,5,16,0,2,1,1,0.72,0.6667,0.54,0.4627,46,225,271
3801,2011-06-12,2,0,6,6,0,0,0,1,0.62,0.5606,0.88,0.1045,5,9,14
4884,2011-07-27,3,0,7,9,0,3,1,1,0.76,0.6667,0.35,0.2537,27,189,216
4003,2011-06-20,2,0,6,16,0,1,1,1,0.7,0.6515,0.58,0.1642,61,238,299
3336,2011-05-23,2,0,5,21,0,1,1,1,0.64,0.5758,0.89,0.2239,33,155,188
3541,2011-06-01,2,0,6,10,0,3,1,2,0.76,0.7424,0.75,0.2537,31,84,115
3880,2011-06-15,2,0,6,13,0,3,1,1,0.74,0.6515,0.28,0.2836,43,146,189
3139,2011-05-15,2,0,5,16,0,0,0,1,0.64,0.6061,0.69,0.2537,158,282,440
4646,2011-07-17,3,0,7,11,0,0,0,1,0.76,0.6970000000000001,0.55,0.2836,147,244,391
3634,2011-06-05,2,0,6,7,0,0,0,2,0.6,0.5909,0.73,0.2537,8,19,27
3981,2011-06-19,2,0,6,18,0,0,0,2,0.74,0.6818,0.58,0.0896,78,218,296
4149,2011-06-26,3,0,6,18,0,0,0,2,0.72,0.6515,0.45,0.2537,117,265,382
2900,2011-05-05,2,0,5,17,0,4,1,1,0.56,0.5303,0.26,0.3881,66,467,533
3238,2011-05-19,2,0,5,19,0,4,1,1,0.58,0.5455,0.6,0.1343,65,345,410
2711,2011-04-27,2,0,4,20,0,3,1,1,0.64,0.5758,0.83,0.3284,30,188,218
4184,2011-06-28,3,0,6,5,0,2,1,1,0.66,0.6061,0.78,0.0,1,20,21
4324,2011-07-04,3,0,7,1,1,1,0,1,0.64,0.5758,0.83,0.0896,43,76,119
3272,2011-05-21,2,0,5,5,0,6,0,1,0.46,0.4545,0.88,0.1045,1,4,5
4796,2011-07-23,3,0,7,17,0,6,0,1,0.94,0.8788,0.38,0.1343,70,127,197
3425,2011-05-27,2,0,5,14,0,5,1,1,0.76,0.6970000000000001,0.55,0.2537,51,188,239
3502,2011-05-30,2,0,5,19,1,1,0,2,0.52,0.5,0.48,0.1045,68,157,225
2578,2011-04-22,2,0,4,7,0,5,1,2,0.34,0.3182,0.53,0.2836,5,175,180
2776,2011-04-30,2,0,4,13,0,6,0,1,0.54,0.5152,0.39,0.2985,185,270,455
3001,2011-05-09,2,0,5,22,0,1,1,1,0.52,0.5,0.68,0.0896,21,95,116
4043,2011-06-22,3,0,6,8,0,3,1,1,0.72,0.6970000000000001,0.74,0.1045,27,396,423
2606,2011-04-23,2,0,4,11,0,6,0,2,0.46,0.4545,0.88,0.2239,68,164,232
4814,2011-07-24,3,0,7,11,0,0,0,1,0.84,0.8029999999999999,0.53,0.2537,74,169,243
2875,2011-05-04,2,0,5,16,0,3,1,1,0.5,0.4848,0.45,0.4627,22,173,195
3605,2011-06-04,2,0,6,2,0,6,0,1,0.54,0.5152,0.56,0.19399999999999998,18,41,59
4861,2011-07-26,3,0,7,10,0,2,1,1,0.8,0.6970000000000001,0.31,0.2239,42,96,138
4390,2011-07-06,3,0,7,19,0,3,1,1,0.74,0.6970000000000001,0.7,0.2239,71,323,394
3194,2011-05-17,2,0,5,23,0,2,1,2,0.54,0.5152,0.88,0.2537,7,49,56
2979,2011-05-09,2,0,5,0,0,1,1,1,0.46,0.4545,0.82,0.0896,31,22,53
3752,2011-06-10,2,0,6,5,0,5,1,1,0.66,0.6061,0.78,0.1642,0,28,28
4773,2011-07-22,3,0,7,18,0,5,1,1,0.9,0.8182,0.37,0.1642,34,250,284
3383,2011-05-25,2,0,5,20,0,3,1,1,0.7,0.6515,0.61,0.1642,56,284,340
4334,2011-07-04,3,0,7,11,1,1,0,2,0.76,0.6970000000000001,0.55,0.0896,177,172,349
3429,2011-05-27,2,0,5,18,0,5,1,2,0.72,0.6818,0.62,0.2985,89,310,399
3113,2011-05-14,2,0,5,14,0,6,0,2,0.54,0.5152,0.94,0.1343,57,159,216
2823,2011-05-02,2,0,5,12,0,1,1,1,0.62,0.6061,0.69,0.2239,40,147,187
3715,2011-06-08,2,0,6,16,0,3,1,1,0.92,0.8788,0.4,0.2239,34,199,233
4287,2011-07-02,3,0,7,12,0,6,0,1,0.82,0.7121,0.3,0.1343,142,232,374
3172,2011-05-17,2,0,5,1,0,2,1,3,0.56,0.5303,0.88,0.0,7,6,13
2548,2011-04-21,2,0,4,1,0,4,1,1,0.52,0.5,0.45,0.2239,6,20,26
4531,2011-07-12,3,0,7,16,0,2,1,1,0.86,0.7879,0.44,0.2836,25,177,202
4215,2011-06-29,3,0,6,12,0,3,1,1,0.76,0.6667,0.35,0.2537,55,188,243
3008,2011-05-10,2,0,5,5,0,2,1,1,0.4,0.4091,0.66,0.2239,1,28,29
4237,2011-06-30,3,0,6,10,0,4,1,1,0.72,0.6515,0.42,0.19399999999999998,35,97,132
3984,2011-06-19,2,0,6,21,0,0,0,1,0.68,0.6364,0.79,0.1343,57,110,167
4116,2011-06-25,3,0,6,9,0,6,0,1,0.72,0.6515,0.45,0.2537,47,139,186
3207,2011-05-18,2,0,5,12,0,3,1,1,0.56,0.5303,0.94,0.2985,12,42,54
4761,2011-07-22,3,0,7,6,0,5,1,1,0.76,0.7424,0.75,0.0896,13,83,96
3321,2011-05-23,2,0,5,6,0,1,1,2,0.54,0.5152,1.0,0.0,4,92,96
2646,2011-04-25,2,0,4,3,0,1,1,2,0.5,0.4848,1.0,0.1045,2,8,10
4464,2011-07-09,3,0,7,21,0,6,0,1,0.74,0.6818,0.58,0.1642,83,155,238
3276,2011-05-21,2,0,5,9,0,6,0,1,0.6,0.6061,0.64,0.2239,60,165,225
2915,2011-05-06,2,0,5,8,0,5,1,1,0.42,0.4242,0.77,0.2537,35,415,450
4507,2011-07-11,3,0,7,16,0,1,1,1,0.86,0.8485,0.56,0.3881,57,182,239
4769,2011-07-22,3,0,7,14,0,5,1,1,0.96,1.0,0.48,0.2985,24,77,101
2577,2011-04-22,2,0,4,6,0,5,1,1,0.34,0.3182,0.53,0.2836,2,47,49
3650,2011-06-05,2,0,6,23,0,0,0,1,0.62,0.5909,0.78,0.1343,25,61,86
3147,2011-05-16,2,0,5,0,0,1,1,1,0.52,0.5,0.94,0.1045,17,21,38
4313,2011-07-03,3,0,7,14,0,0,0,1,0.82,0.7879,0.56,0.2537,225,150,375
4222,2011-06-29,3,0,6,19,0,3,1,1,0.76,0.6667,0.35,0.3881,60,341,401
4362,2011-07-05,3,0,7,15,0,2,1,1,0.82,0.7424,0.43,0.0,51,111,162
4188,2011-06-28,3,0,6,9,0,2,1,1,0.74,0.6970000000000001,0.7,0.0,38,208,246
3607,2011-06-04,2,0,6,4,0,6,0,1,0.52,0.5,0.59,0.0896,4,11,15
2735,2011-04-28,2,0,4,20,0,4,1,1,0.58,0.5455,0.43,0.2239,49,220,269
4872,2011-07-26,3,0,7,21,0,2,1,1,0.78,0.7121,0.49,0.2239,45,222,267
4958,2011-07-30,3,0,7,11,0,6,0,1,0.84,0.7424,0.36,0.19399999999999998,111,206,317
3016,2011-05-10,2,0,5,13,0,2,1,2,0.62,0.6212,0.38,0.2537,50,152,202
4073,2011-06-23,3,0,6,14,0,4,1,2,0.76,0.7273,0.66,0.2985,46,103,149
3693,2011-06-07,2,0,6,18,0,2,1,1,0.78,0.6970000000000001,0.46,0.2836,72,479,551
4846,2011-07-25,3,0,7,19,0,1,1,1,0.74,0.6970000000000001,0.7,0.0896,62,324,386
2558,2011-04-21,2,0,4,11,0,4,1,1,0.44,0.4394,0.41,0.2836,34,99,133
3661,2011-06-06,2,0,6,10,0,1,1,1,0.72,0.6667,0.51,0.2239,31,64,95
2622,2011-04-24,2,0,4,3,0,0,0,1,0.5,0.4848,0.94,0.0896,4,20,24
4093,2011-06-24,3,0,6,10,0,5,1,1,0.8,0.7273,0.43,0.2836,43,102,145
4710,2011-07-20,3,0,7,3,0,3,1,1,0.7,0.6667,0.84,0.1045,2,4,6
4669,2011-07-18,3,0,7,10,0,1,1,1,0.76,0.7121,0.62,0.19399999999999998,52,78,130
4640,2011-07-17,3,0,7,5,0,0,0,1,0.64,0.6061,0.69,0.2239,4,8,12
4291,2011-07-02,3,0,7,16,0,6,0,1,0.88,0.7424,0.22,0.2239,206,192,398
4999,2011-08-01,3,0,8,4,0,1,1,1,0.66,0.6061,0.83,0.1343,2,2,4
4033,2011-06-21,3,0,6,22,0,2,1,1,0.7,0.6667,0.79,0.1045,12,97,109
3983,2011-06-19,2,0,6,20,0,0,0,1,0.7,0.6515,0.7,0.19399999999999998,86,146,232
4826,2011-07-24,3,0,7,23,0,0,0,2,0.76,0.7273,0.7,0.0896,13,37,50
2825,2011-05-02,2,0,5,14,0,1,1,1,0.64,0.6061,0.69,0.2239,48,133,181
2564,2011-04-21,2,0,4,17,0,4,1,1,0.5,0.4848,0.29,0.1642,79,402,481
2559,2011-04-21,2,0,4,12,0,4,1,1,0.46,0.4545,0.38,0.1642,49,150,199
4070,2011-06-23,3,0,6,11,0,4,1,3,0.76,0.7273,0.66,0.2537,28,108,136
4620,2011-07-16,3,0,7,9,0,6,0,1,0.7,0.6515,0.54,0.2239,72,150,222
2886,2011-05-05,2,0,5,3,0,4,1,1,0.34,0.3182,0.66,0.2537,0,4,4
4117,2011-06-25,3,0,6,10,0,6,0,1,0.72,0.6515,0.45,0.19399999999999998,99,203,302
2581,2011-04-22,2,0,4,10,0,5,1,2,0.36,0.3485,0.62,0.19399999999999998,32,104,136
2805,2011-05-01,2,0,5,18,0,0,0,2,0.46,0.4545,0.82,0.0896,33,126,159
4903,2011-07-28,3,0,7,4,0,4,1,1,0.7,0.6515,0.61,0.1045,0,6,6
3369,2011-05-25,2,0,5,6,0,3,1,1,0.56,0.5303,0.94,0.0896,4,113,117
2889,2011-05-05,2,0,5,6,0,4,1,1,0.34,0.3182,0.66,0.2537,3,86,89
4675,2011-07-18,3,0,7,16,0,1,1,1,0.84,0.8029999999999999,0.53,0.2836,45,220,265
3434,2011-05-27,2,0,5,23,0,5,1,1,0.58,0.5455,0.88,0.1343,23,104,127
4400,2011-07-07,3,0,7,5,0,4,1,1,0.64,0.5758,0.89,0.1045,2,30,32
3446,2011-05-28,2,0,5,11,0,6,0,1,0.7,0.6515,0.65,0.2239,171,178,349
2970,2011-05-08,2,0,5,15,0,0,0,1,0.6,0.6212,0.49,0.0,128,230,358
2863,2011-05-04,2,0,5,4,0,3,1,3,0.38,0.3939,0.94,0.3284,1,2,3
3600,2011-06-03,2,0,6,21,0,5,1,1,0.64,0.6212,0.29,0.1045,51,196,247
2538,2011-04-20,2,0,4,15,0,3,1,2,0.76,0.6667,0.35,0.3582,32,113,145
